CAE;Кол-во (шт.) (Склад Москва КрС);Розница (руб.) (Склад Москва КрС);Цена (руб.) (Склад Москва КрС);
"WHS226421";2;9000;7500;
"WHS226610";12;5060;4313;
"WHS226633";4;8780;7171;
"WHS226636";8;6740;5748;
"WHS226640";4;6740;5506;
"WHS226642";4;6890;5881;
"WHS226645";4;6060;5168;
"WHS226659";8;7360;6280;
"WHS226683";6;19425;16900;
"WHS226684";4;29500;24382;
"WHS226685";2;20632;17950;
"WHS226767";4;8560;7690;
"WHS226774";8;9290;7923;
"WHS226792";4;10630;9063;
"WHS226966";8;6060;4950;
"WHS226968";12;7660;6536;
"WHS226969";4;7270;6204;
"WHS226973";4;7270;5942;
"WHS226980";4;7660;6536;
"WHS226982";3;7660;6536;
"WHS227003";4;9290;7923;
"WHS227011";3;7710;6574;
"WHS227014";8;7360;6015;
"WHS227015";8;7360;6015;
"WHS227020";2;7176;6081;
"WHS227039";2;7220;6309;
"WHS227098";4;14000;11571;
"WHS227101";4;13500;11158;
"WHS227109";12;9138;7950;
"WHS227112";4;13000;10745;
"WHS227185";4;9713;8450;
"WHS227255";8;12700;10859;
"WHS227348";3;8960;7638;
"WHS227350";4;8810;7515;
"WHS227354";4;6210;5069;
"WHS227355";4;9290;7923;
"WHS227413";1;2604;2212;
"WHS079854";3;5635;4900;
"WHS227466";12;8250;6734;
"WHS227469";4;15240;12700;
"WHS227491";2;11700;9750;
"WHS227839";2;4110;3482;
"WHS227934";4;12700;10859;
"WHS227940";4;17000;15300;
"WHS227941";4;16000;13680;
"WHS227955";4;12700;10859;
"WHS228147";1;3255;2765;
"WHS228219";8;6550;5351;
"WHS228240";1;4249;3602;
"WHS228317";2;17500;14525;
"WHS228402";4;6550;5586;
"WHS228599";8;7630;6234;
"WHS228602";4;7630;6508;
"WHS228606";4;7630;6234;
"WHS228686";4;17500;14464;
"WHS228695";1;6700;5538;
"WHS228731";4;6300;5207;
"WHS228751";8;15000;12398;
"WHS228867";2;5420;4735;
"WHS228973";4;9220;7866;
"WHS228983";4;11060;9434;
"WHS228986";4;9220;7866;
"WHS229011";4;19500;16117;
"WHS229012";1;19000;15704;
"WHS229055";19;2860;2490;
"WHS229064";4;22210;19343;
"WHS229065";1;22422;19529;
"WHS229099";4;8345;7072;
"WHS229101";4;8018;6795;
"WHS229104";4;9570;8110;
"WHS229139";8;7630;6234;
"WHS229198";4;16000;13680;
"WHS229209";3;12700;11430;
"WHS229220";4;10287;8950;
"WHS229286";2;15500;13485;
"WHS229292";4;26500;21902;
"WHS229295";8;26500;21902;
"WHS229309";24;18500;15290;
"WHS229320";4;19500;16117;
"WHS229340";12;15500;12811;
"WHS229344";1;22000;18183;
"WHS229351";4;16000;13920;
"WHS229353";8;19800;16365;
"WHS229361";4;15000;12398;
"WHS229364";4;15500;12811;
"WHS229391";4;19000;15704;
"WHS229396";4;15000;12398;
"WHS229397";4;21500;17770;
"WHS229415";3;13200;10910;
"WHS229456";2;6700;5729;
"WHS229459";1;7069;6150;
"WHS229476";4;14500;11984;
"WHS229478";7;27500;23925;
"WHS229528";4;7915;6708;
"WHS229535";4;8346;7073;
"WHS229686";4;7523;6375;
"WHS229688";4;7317;6201;
"WHS229712";1;6090;5325;
"WHS229833";3;9529;8290;
"WHS229850";2;6839;5950;
"WHS229942";4;22100;19730;
"WHS230065";4;15580;13291;
"WHS230116";3;6861;5814;
"WHS230159";4;18285;15900;
"WHS230197";4;9445;8004;
"WHS230199";8;7915;6708;
"WHS230202";4;8059;6830;
"WHS230204";4;7915;6708;
"WHS230237";8;6923;5867;
"WHS230242";4;5542;4697;
"WHS230244";4;6430;5449;
"WHS230248";2;5479;4643;
"WHS230263";2;12075;10500;
"WHS230277";2;15460;13450;
"WHS230279";2;15000;13050;
"WHS230280";1;12000;9918;
"WHS230281";4;8966;7800;
"WHS230361";4;2818;2394;
"WHS230362";4;2818;2394;
"WHS230413";1;8250;7030;
"WHS230443";4;16700;14910;
"WHS230446";4;8620;7353;
"WHS230555";4;7270;6204;
"WHS230566";12;6890;5633;
"WHS230567";4;6890;5881;
"WHS230574";4;7270;6204;
"WHS230584";4;7270;5942;
"WHS230629";4;7724;6546;
"WHS230630";20;7724;6546;
"WHS230636";4;5479;4643;
"WHS230637";1;5694;4825;
"WHS230699";8;6181;5238;
"WHS230701";4;7534;6385;
"WHS230703";4;5184;4393;
"WHS230754";8;9040;7389;
"WHS230755";8;9040;7389;
"WHS230760";4;7534;6385;
"WHS230800";8;6181;5238;
"WHS230801";3;6385;5411;
"WHS230810";12;9040;7389;
"WHS230812";12;9040;7389;
"WHS230813";6;9470;8075;
"WHS230817";5;9470;8075;
"WHS230865";1;2186;1857;
"WHS230867";2;2483;2109;
"WHS230885";4;33000;27275;
"WHS230888";4;29500;24382;
"WHS230952";4;7088;6007;
"WHS230955";4;9267;7853;
"WHS230956";12;5854;4961;
"WHS231017";1;1806;1500;
"WHS231110";7;12890;11219;
"WHS231201";1;6600;5930;
"WHS231202";1;7270;6204;
"WHS231331";3;6367;5396;
"WHS231333";1;6367;5396;
"WHS231425";4;22414;19500;
"WHS231535";1;4138;3600;
"WHS231546";1;4822;4195;
"WHS231685";12;10040;8208;
"WHS231687";4;10440;8902;
"WHS231688";4;10040;8569;
"WHS231738";4;10630;9063;
"WHS231812";3;7360;6280;
"WHS231814";12;6290;5142;
"WHS231815";4;6290;5368;
"WHS231841";2;2520;2141;
"WHS231842";2;3162;2686;
"WHS231843";4;3116;2647;
"WHS231855";12;29500;24382;
"WHS231856";4;29500;24382;
"WHS231858";4;29500;24382;
"WHS231884";3;8810;7515;
"WHS231902";4;6966;5903;
"WHS231907";4;6123;5189;
"WHS231908";4;6123;5189;
"WHS234647";4;5542;4697;
"WHS234697";12;27000;22316;
"WHS234775";4;8391;7111;
"WHS234964";2;9930;8474;
"WHS234990";12;6880;5615;
"WHS234992";4;6880;5862;
"WHS234995";4;6380;5444;
"WHS235005";4;7818;6625;
"WHS235265";6;7897;6692;
"WHS235472";3;5620;4788;
"WHS235502";4;6181;5238;
"WHS235539";8;6290;5142;
"WHS235736";4;7630;6466;
"WHS235737";3;8156;6912;
"WHS235826";2;16800;14000;
"WHS235842";2;16200;13500;
"WHS235937";4;9138;7950;
"WHS235942";4;14000;11571;
"WHS236009";4;6990;5924;
"WHS236010";8;6966;5903;
"WHS236011";8;7630;6466;
"WHS236015";3;7314;6500;
"WHS236024";2;10868;9450;
"WHS236033";2;14280;11900;
"WHS236089";1;6903;5850;
"WHS236152";8;15000;12398;
"WHS236171";4;17500;14464;
"WHS236186";1;8563;7450;
"WHS236197";4;12816;11150;
"WHS236248";4;6990;5924;
"WHS236265";8;6886;5836;
"WHS236270";4;7964;6749;
"WHS236285";8;8156;6912;
"WHS236288";8;7512;6366;
"WHS236290";1;7818;6625;
"WHS236359";4;6990;5924;
"WHS236375";4;5520;4712;
"WHS236403";3;6305;5343;
"WHS236551";12;14400;11766;
"WHS236552";4;14400;11766;
"WHS236589";4;7710;6574;
"WHS496084";4;6917;5862;
"WHS496097";3;6215;5267;
"WHS496126";4;6781;5801;
"WHS496238";4;8290;7068;
"WHS496244";8;6070;5178;
"WHS496247";8;6070;5178;
"WHS496255";4;7964;6749;
"WHS496265";2;8620;7353;
"WHS496453";1;9300;8500;
"WHS496612";4;8290;7068;
"WHS496682";1;2900;2407;
"WHS496761";4;23500;19423;
"WHS496764";4;20300;16778;
"WHS496881";4;7781;6594;
"WHS496918";4;6410;5472;
"WHS496964";4;9790;8297;
"WHS496966";4;13410;11672;
"WHS497116";4;11437;9950;
"WHS497139";1;2818;2394;
"WHS497191";4;18500;15290;
"WHS497209";4;18500;16095;
"WHS497225";2;7360;6280;
"WHS497243";1;8810;7515;
"WHS497270";4;6450;5269;
"WHS497272";8;9080;7417;
"WHS497273";12;9430;7699;
"WHS497276";4;7360;6280;
"WHS497285";8;9660;8410;
"WHS497312";16;10440;8527;
"WHS497316";8;10040;8208;
"WHS497324";16;8250;6734;
"WHS497325";8;8250;6734;
"WHS497326";20;8250;6734;
"WHS497354";4;10550;8997;
"WHS497373";4;6740;5748;
"WHS497395";8;7689;6516;
"WHS497396";4;7689;6516;
"WHS497403";4;16034;13950;
"WHS497407";12;9138;7950;
"WHS497414";1;7700;6364;
"WHS497418";4;26500;21902;
"WHS497419";8;20575;17900;
"WHS497421";4;22000;18183;
"WHS497430";8;22000;18183;
"WHS497434";8;26500;21902;
"WHS497450";8;15000;12398;
"WHS497453";4;17184;14950;
"WHS497455";2;27000;23490;
"WHS497457";4;18500;15290;
"WHS497467";8;17184;14950;
"WHS497489";4;8200;6720;
"WHS497509";4;7840;6270;
"WHS497595";2;4739;3510;
"WHS497659";4;4860;3600;
"WHS497688";8;6740;5748;
"WHS497701";3;7660;6536;
"WHS497702";4;7660;6261;
"WHS497719";4;7523;6375;
"WHS497759";2;2684;2336;
"WHS497727";4;7360;6280;
"WHS497793";4;9370;7990;
"WHS497814";4;22414;19500;
"WHS497833";4;16000;13920;
"WHS497845";4;10287;8950;
"WHS497848";15;3133;2727;
"WHS497873";4;5368;4563;
"WHS497874";4;5368;4563;
"WHS497875";4;5368;4563;
"WHS497876";4;5368;4563;
"WHS497879";4;8313;7066;
"WHS497880";8;6616;5624;
"WHS497882";4;6616;5624;
"WHS497887";4;5368;4563;
"WHS497895";4;5581;4744;
"WHS497896";4;5368;4563;
"WHS497899";4;5368;4563;
"WHS497902";4;6616;5624;
"WHS497904";4;6616;5624;
"WHS497905";4;8313;7066;
"WHS497907";4;8313;7066;
"WHS497916";8;8313;7066;
"WHS497923";4;9487;8064;
"WHS497925";4;14312;12165;
"WHS497927";4;8313;7066;
"WHS497928";4;8313;7066;
"WHS497929";4;8313;7066;
"WHS497935";4;8313;7066;
"WHS497936";4;8313;7066;
"WHS497937";8;8313;7066;
"WHS497938";4;8313;7066;
"WHS497951";4;6616;5624;
"WHS497953";8;6616;5624;
"WHS497957";4;6616;5624;
"WHS497959";4;6616;5624;
"WHS497962";4;8313;7066;
"WHS497965";4;8313;7066;
"WHS497966";4;8313;7066;
"WHS497969";4;8313;7066;
"WHS497983";4;9487;8064;
"WHS498001";4;9487;8064;
"WHS498004";4;9487;8064;
"WHS498006";4;9487;8064;
"WHS498015";4;8313;7066;
"WHS498016";4;8313;7066;
"WHS498017";4;8313;7066;
"WHS498018";4;8313;7066;
"WHS498019";4;8313;7066;
"WHS498022";4;8313;7066;
"WHS498037";4;5368;4563;
"WHS498039";4;6888;5855;
"WHS498043";4;6888;5855;
"WHS498045";4;6888;5855;
"WHS498046";4;6888;5855;
"WHS498048";4;6888;5855;
"WHS498049";4;6888;5855;
"WHS498054";4;6888;5855;
"WHS498057";4;8915;7577;
"WHS498059";4;5853;4975;
"WHS498066";4;8313;7066;
"WHS498067";4;8313;7066;
"WHS498068";4;8313;7066;
"WHS498069";4;8313;7066;
"WHS498077";4;9487;8064;
"WHS498088";4;5368;4563;
"WHS498090";4;5368;4563;
"WHS498091";4;5368;4563;
"WHS498092";8;5368;4563;
"WHS498093";4;5368;4563;
"WHS498094";1;8313;7066;
"WHS498095";4;5368;4563;
"WHS498098";4;6616;5624;
"WHS498102";4;8313;7066;
"WHS498104";4;5368;4563;
"WHS498105";4;5368;4563;
"WHS498114";4;8915;7577;
"WHS498115";4;8915;7577;
"WHS498120";4;8915;7577;
"WHS498121";4;8915;7577;
"WHS498123";4;8915;7577;
"WHS498124";4;8915;7577;
"WHS498125";4;8915;7577;
"WHS498126";4;8915;7577;
"WHS498127";4;8915;7577;
"WHS498133";4;8915;7577;
"WHS498141";4;10126;8607;
"WHS498145";4;8915;7577;
"WHS498146";4;8915;7577;
"WHS498148";4;8915;7577;
"WHS498150";4;8915;7577;
"WHS498156";4;10126;8607;
"WHS498159";4;10126;8607;
"WHS498161";4;10126;8607;
"WHS498163";4;10126;8607;
"WHS498165";4;8915;7577;
"WHS498170";4;8915;7577;
"WHS498174";5;8915;7577;
"WHS498175";4;8915;7577;
"WHS498181";4;6888;5855;
"WHS498183";4;6888;5855;
"WHS498185";4;6888;5855;
"WHS498188";4;6888;5855;
"WHS498189";8;6888;5855;
"WHS498190";4;6888;5855;
"WHS498191";4;6888;5855;
"WHS498192";4;6888;5855;
"WHS498201";4;8915;7577;
"WHS498205";4;8915;7577;
"WHS498206";4;8915;7577;
"WHS498208";4;8915;7577;
"WHS498213";8;8915;7577;
"WHS498214";8;8915;7577;
"WHS498218";4;6888;5855;
"WHS498219";4;6888;5855;
"WHS498222";4;6888;5855;
"WHS498224";4;6888;5855;
"WHS498226";4;6888;5855;
"WHS498227";4;6888;5855;
"WHS498231";4;8915;7577;
"WHS498232";4;8915;7577;
"WHS498235";4;14650;12452;
"WHS498243";4;10126;8607;
"WHS498245";4;10126;8607;
"WHS498247";8;8915;7577;
"WHS498249";4;8915;7577;
"WHS498254";4;8915;7577;
"WHS498255";4;8915;7577;
"WHS498256";8;8915;7577;
"WHS498258";4;8915;7577;
"WHS498259";4;8915;7577;
"WHS498260";3;8915;7577;
"WHS498263";8;8915;7577;
"WHS498264";4;8915;7577;
"WHS498265";4;10126;8607;
"WHS498270";3;10126;8607;
"WHS498272";4;10126;8607;
"WHS498273";4;8915;7577;
"WHS498287";4;8915;7577;
"WHS498289";8;8915;7577;
"WHS498291";8;8915;7577;
"WHS498292";8;8915;7577;
"WHS498305";3;8915;7577;
"WHS498312";4;10126;8607;
"WHS498315";8;10126;8607;
"WHS498323";4;10126;8607;
"WHS498325";4;8915;7577;
"WHS498330";4;8915;7577;
"WHS498332";4;8915;7577;
"WHS498336";4;8915;7577;
"WHS498338";8;8915;7577;
"WHS498339";4;8915;7577;
"WHS498341";4;9487;8064;
"WHS498347";4;9487;8064;
"WHS498356";8;8313;7066;
"WHS498358";4;8313;7066;
"WHS498359";12;8313;7066;
"WHS498361";12;8313;7066;
"WHS498362";4;8313;7066;
"WHS498364";8;8313;7066;
"WHS498365";4;8313;7066;
"WHS498367";4;8313;7066;
"WHS498368";16;8313;7066;
"WHS498369";8;8313;7066;
"WHS498371";4;9487;8064;
"WHS498373";4;9487;8064;
"WHS498380";4;8313;7066;
"WHS498386";4;8313;7066;
"WHS498391";4;9487;8064;
"WHS498394";8;9487;8064;
"WHS498398";8;9487;8064;
"WHS498399";4;9487;8064;
"WHS498400";4;8313;7066;
"WHS498402";4;8313;7066;
"WHS498405";4;8313;7066;
"WHS498408";4;8313;7066;
"WHS498410";4;8313;7066;
"WHS498411";8;8313;7066;
"WHS498412";4;8313;7066;
"WHS498414";4;8313;7066;
"WHS498415";4;8313;7066;
"WHS498416";4;6616;5624;
"WHS498417";4;6616;5624;
"WHS498418";4;6616;5624;
"WHS498419";4;6616;5624;
"WHS498421";13;6616;5624;
"WHS498424";8;6616;5624;
"WHS498425";4;6616;5624;
"WHS498426";4;6616;5624;
"WHS498427";4;6616;5624;
"WHS498428";4;8313;7066;
"WHS498432";12;8313;7066;
"WHS498434";4;8313;7066;
"WHS498436";11;8313;7066;
"WHS498437";12;8313;7066;
"WHS498439";8;8313;7066;
"WHS498440";4;8313;7066;
"WHS498441";4;8313;7066;
"WHS498442";4;8313;7066;
"WHS498443";8;8313;7066;
"WHS498446";4;8313;7066;
"WHS498447";4;8313;7066;
"WHS498449";8;8313;7066;
"WHS498451";4;6616;5624;
"WHS498453";16;6616;5624;
"WHS498454";4;6616;5624;
"WHS498456";8;6616;5624;
"WHS498457";4;6616;5624;
"WHS498462";4;6616;5624;
"WHS498466";8;8313;7066;
"WHS498468";15;8313;7066;
"WHS498469";4;8313;7066;
"WHS498470";4;14084;11972;
"WHS498472";14;14084;11972;
"WHS498473";4;9487;8064;
"WHS498474";4;9487;8064;
"WHS498477";4;9487;8064;
"WHS498478";2;9487;8064;
"WHS498479";8;9487;8064;
"WHS498480";4;9487;8064;
"WHS498481";4;8313;7066;
"WHS498483";4;8313;7066;
"WHS498486";4;8313;7066;
"WHS498492";4;8313;7066;
"WHS498493";4;8313;7066;
"WHS498496";12;8313;7066;
"WHS498497";12;8313;7066;
"WHS498498";4;8313;7066;
"WHS498499";4;6616;5624;
"WHS498500";4;6616;5624;
"WHS498501";4;6616;5624;
"WHS498503";3;6616;5624;
"WHS498504";4;6616;5624;
"WHS498506";4;5368;4563;
"WHS498507";8;5368;4563;
"WHS498508";8;5368;4563;
"WHS498509";4;5368;4563;
"WHS498510";12;5368;4563;
"WHS498511";4;5368;4563;
"WHS498513";4;8313;7066;
"WHS498514";4;8313;7066;
"WHS498515";4;8313;7066;
"WHS498518";4;5368;4563;
"WHS498519";4;5368;4563;
"WHS498520";8;5368;4563;
"WHS498521";12;5368;4563;
"WHS498523";4;6616;5624;
"WHS498524";8;6616;5624;
"WHS498525";4;6616;5624;
"WHS498526";4;6616;5624;
"WHS498527";3;6616;5624;
"WHS498528";4;6616;5624;
"WHS498529";4;6616;5624;
"WHS498532";4;6616;5624;
"WHS498535";8;8313;7066;
"WHS498537";12;5368;4563;
"WHS498538";4;5368;4563;
"WHS498539";4;5368;4563;
"WHS498540";4;5368;4563;
"WHS498547";4;10126;8607;
"WHS498553";4;8915;7577;
"WHS498555";4;8915;7577;
"WHS498556";4;8915;7577;
"WHS498557";4;8915;7577;
"WHS498558";4;8915;7577;
"WHS498559";4;8915;7577;
"WHS498560";4;8915;7577;
"WHS498561";4;8915;7577;
"WHS498562";4;8915;7577;
"WHS498568";4;8915;7577;
"WHS498576";4;10126;8607;
"WHS498579";4;8915;7577;
"WHS498580";4;8915;7577;
"WHS498581";4;8915;7577;
"WHS498586";4;8915;7577;
"WHS498587";4;10126;8607;
"WHS498588";4;10126;8607;
"WHS498591";4;10126;8607;
"WHS498594";4;10126;8607;
"WHS498596";4;10126;8607;
"WHS498598";4;10126;8607;
"WHS498602";4;8915;7577;
"WHS498604";4;8915;7577;
"WHS498605";4;8915;7577;
"WHS498606";4;8915;7577;
"WHS498607";4;8915;7577;
"WHS498608";4;8915;7577;
"WHS498609";4;8915;7577;
"WHS498611";4;8915;7577;
"WHS498612";4;8915;7577;
"WHS498614";8;8915;7577;
"WHS498620";4;6888;5855;
"WHS498623";4;6888;5855;
"WHS498625";4;6888;5855;
"WHS498626";4;6888;5855;
"WHS498627";4;6888;5855;
"WHS498642";4;8915;7577;
"WHS498646";4;8915;7577;
"WHS498647";4;8915;7577;
"WHS498649";4;8915;7577;
"WHS498650";4;8915;7577;
"WHS498654";4;6888;5855;
"WHS498662";4;6888;5855;
"WHS498666";7;8915;7577;
"WHS498668";8;8915;7577;
"WHS498670";4;14650;12452;
"WHS498675";8;10126;8607;
"WHS498678";4;10126;8607;
"WHS498682";3;8915;7577;
"WHS498684";1;8915;7577;
"WHS498692";4;8915;7577;
"WHS498694";4;8915;7577;
"WHS498698";4;8915;7577;
"WHS498700";4;6888;5855;
"WHS498702";4;6888;5855;
"WHS498703";4;6888;5855;
"WHS498704";4;6888;5855;
"WHS498705";8;6888;5855;
"WHS498706";4;5853;4975;
"WHS498707";4;5853;4975;
"WHS498708";4;5853;4975;
"WHS498710";4;5853;4975;
"WHS498711";4;5368;4563;
"WHS498713";4;8915;7577;
"WHS498714";4;8915;7577;
"WHS498715";4;8915;7577;
"WHS498716";4;8915;7577;
"WHS498718";4;5853;4975;
"WHS498719";4;5853;4975;
"WHS498720";4;5853;4975;
"WHS498721";12;5853;4975;
"WHS498724";4;6888;5855;
"WHS498725";8;6888;5855;
"WHS498726";4;6888;5855;
"WHS498728";4;6888;5855;
"WHS498729";4;6888;5855;
"WHS498731";4;6888;5855;
"WHS498732";4;6888;5855;
"WHS498738";4;5853;4975;
"WHS498741";4;5853;4975;
"WHS498760";8;24480;21860;
"WHS498801";4;6880;5862;
"WHS498803";8;8810;7198;
"WHS498804";8;8810;7515;
"WHS498820";3;5244;4512;
"WHS498822";4;9080;7743;
"WHS498826";4;6535;5538;
"WHS221887";более 40;3896;3304;
"WHS498828";более 40;2680;2275;
"WHS498829";более 40;2736;2320;
"WHS498830";более 40;2711;2300;
"WHS498831";38;2768;2350;
"WHS498832";более 40;1854;1542;
"WHS498833";1;10179;8626;
"WHS498846";8;7270;5942;
"WHS498879";3;4501;4000;
"WHS498913";4;6786;5751;
"WHS498914";4;6535;5538;
"WHS498928";4;7240;6300;
"WHS498956";8;9984;8461;
"WHS498962";12;10179;8626;
"WHS499004";13;6290;5142;
"WHS499005";4;6290;5368;
"WHS499008";4;8620;7043;
"WHS499104";8;6410;5242;
"WHS499194";4;18500;15290;
"WHS499196";4;17500;14464;
"WHS499203";4;20500;16943;
"WHS499226";4;23730;21190;
"WHS499284";4;6535;5538;
"WHS499290";4;8739;7406;
"WHS499304";2;13149;11440;
"WHS499315";4;14195;12350;
"WHS499320";4;6535;5538;
"WHS499321";1;8824;7478;
"WHS499334";4;6535;5538;
"WHS499353";12;9370;7653;
"WHS499359";6;18820;15472;
"WHS499372";4;7270;6204;
"WHS499392";4;13500;11158;
"WHS499394";8;5736;4990;
"WHS499395";8;7700;6364;
"WHS499397";8;7700;6364;
"WHS499414";4;21000;17357;
"WHS499417";4;23000;19010;
"WHS499445";4;21000;17357;
"WHS499457";8;9970;8503;
"WHS499482";4;6450;5501;
"WHS499483";4;6450;5501;
"WHS499495";4;9430;8037;
"WHS499496";4;8250;7030;
"WHS499497";4;8250;7030;
"WHS499509";4;8560;7690;
"WHS499709";1;3162;2686;
"WHS499725";3;14500;12615;
"WHS499726";4;16500;13637;
"WHS499775";1;3441;2923;
"WHS499780";16;3674;3121;
"WHS499791";4;5368;4563;
"WHS499797";4;5368;4563;
"WHS499798";4;5368;4563;
"WHS499801";4;6888;5855;
"WHS499812";36;3162;2686;
"WHS499815";3;3255;2765;
"WHS499817";2;7270;6204;
"WHS499820";4;7270;5942;
"WHS499822";8;7270;5942;
"WHS499824";4;7270;6204;
"WHS499828";4;7270;5942;
"WHS499834";4;8810;7198;
"WHS499836";4;12950;11039;
"WHS499842";4;6410;5472;
"WHS499851";8;6410;5472;
"WHS499863";4;48010;42870;
"WHS499935";4;7270;6530;
"WHS499947";8;8810;7515;
"WHS499954";1;7850;6862;
"WHS499955";4;7971;6755;
"WHS499960";4;23900;21340;
"WHS499985";4;32500;26861;
"WHS499994";8;29500;24382;
"WHS500004";4;6786;5751;
"WHS500008";4;6535;5538;
"WHS500120";6;8313;7066;
"WHS500121";4;8313;7066;
"WHS500122";4;6888;5855;
"WHS500134";4;3130;2800;
"WHS500157";4;6888;5855;
"WHS500182";4;11618;9846;
"WHS500201";4;6410;5242;
"WHS500203";8;6890;5881;
"WHS500217";4;11618;9846;
"WHS500218";8;11618;9846;
"WHS500223";4;8739;7406;
"WHS500224";4;8547;7243;
"WHS500233";4;11618;9846;
"WHS500250";4;8064;6834;
"WHS500251";8;11427;9684;
"WHS500252";5;11427;9684;
"WHS500311";1;23760;19800;
"WHS500317";8;8810;7198;
"WHS500321";4;6060;5440;
"WHS500346";5;13500;11745;
"WHS500350";1;17500;14464;
"WHS500367";4;16044;13637;
"WHS500368";2;16044;13637;
"WHS500369";4;16044;13637;
"WHS500370";4;16044;13637;
"WHS500372";4;16044;13637;
"WHS500373";4;16044;13637;
"WHS500376";3;16044;13637;
"WHS500377";4;16044;13637;
"WHS500378";4;16044;13637;
"WHS500379";4;16044;13637;
"WHS500389";более 40;1845;1535;
"WHS500390";4;16044;13637;
"WHS500397";4;11317;9591;
"WHS500400";1;10428;8837;
"WHS500401";4;8547;7243;
"WHS500455";4;13000;10745;
"WHS500467";4;11437;9950;
"WHS500473";4;25000;20663;
"WHS500484";4;26500;21902;
"WHS500504";4;19000;15704;
"WHS500510";4;18500;15290;
"WHS500543";4;22000;18183;
"WHS500562";2;9598;8350;
"WHS500627";12;7360;6280;
"WHS500632";12;8810;7198;
"WHS500678";12;16044;13637;
"WHS500680";4;16044;13637;
"WHS500681";4;16044;13637;
"WHS500682";4;16044;13637;
"WHS500683";4;5542;4697;
"WHS500702";8;7630;6234;
"WHS500703";8;7630;6234;
"WHS500708";16;6070;4960;
"WHS500711";4;9220;7866;
"WHS500712";4;8250;6734;
"WHS500713";4;8250;6734;
"WHS500715";16;8250;6734;
"WHS500716";4;6290;5368;
"WHS500717";4;6290;5142;
"WHS500728";4;6070;5178;
"WHS500774";более 40;3259;2750;
"WHS500775";более 40;3234;2690;
"WHS500776";более 40;3234;2690;
"WHS500794";6;29500;24382;
"WHS500812";2;5892;4993;
"WHS500814";1;7541;6391;
"WHS500817";8;21494;18700;
"WHS500852";4;9970;8950;
"WHS500856";8;9220;7535;
"WHS500866";1;6990;5957;
"WHS500886";4;16044;13637;
"WHS500887";4;16888;14355;
"WHS500900";4;29500;24382;
"WHS500908";4;20500;16943;
"WHS500932";4;23000;19010;
"WHS500933";4;23000;19010;
"WHS500937";4;16667;14500;
"WHS500944";8;10000;8265;
"WHS500953";4;10000;8265;
"WHS500979";8;10000;8265;
"WHS500982";8;10000;8265;
"WHS501003";4;7360;6280;
"WHS501018";4;15000;12398;
"WHS501045";2;13000;11087;
"WHS501048";8;10000;8265;
"WHS501049";8;16500;13637;
"WHS501057";8;10000;8265;
"WHS501125";4;10440;8902;
"WHS501139";1;9795;8301;
"WHS501187";4;8313;7066;
"WHS501190";4;9808;8435;
"WHS501191";4;16044;13637;
"WHS501196";12;16044;13637;
"WHS501197";4;16044;13637;
"WHS501207";4;6888;5855;
"WHS501208";4;6888;5855;
"WHS501209";8;6888;5855;
"WHS501210";4;8915;7577;
"WHS501211";4;14084;11972;
"WHS501221";4;6880;5862;
"WHS501227";4;6410;5472;
"WHS501233";4;8136;6895;
"WHS501279";4;14000;11970;
"WHS501327";4;26500;21902;
"WHS501329";4;13149;11440;
"WHS501331";8;12816;11150;
"WHS501333";4;22000;18183;
"WHS501416";8;6070;5178;
"WHS501418";4;6070;4960;
"WHS501429";8;9220;7535;
"WHS501435";4;9290;7589;
"WHS501436";4;7710;6574;
"WHS501459";4;6480;5640;
"WHS501503";4;16044;13637;
"WHS501518";4;29500;24382;
"WHS501520";4;29500;24382;
"WHS501524";4;29500;24382;
"WHS501525";4;33000;27275;
"WHS501530";4;29500;24382;
"WHS501535";4;29500;24382;
"WHS501537";8;15632;13600;
"WHS501539";4;29500;24382;
"WHS501542";4;29500;24382;
"WHS501547";2;33000;27275;
"WHS501548";4;27701;24100;
"WHS501549";2;27701;24100;
"WHS501560";4;16500;13637;
"WHS501579";4;10000;8265;
"WHS501649";4;22000;18183;
"WHS501654";4;13000;10745;
"WHS501671";8;14000;11571;
"WHS501673";4;14000;11571;
"WHS501681";4;21494;18700;
"WHS501684";5;29500;24382;
"WHS501689";4;18500;16095;
"WHS501693";4;7529;6550;
"WHS501697";8;19000;15704;
"WHS501699";6;29500;24382;
"WHS501704";4;16044;13637;
"WHS501705";8;16044;13637;
"WHS501706";4;16044;13637;
"WHS501707";16;8960;7316;
"WHS501823";4;8810;7198;
"WHS501824";4;8810;7198;
"WHS501831";4;8810;7515;
"WHS501832";4;10370;8472;
"WHS501833";4;10370;8845;
"WHS501840";8;8810;7910;
"WHS501843";4;19860;17300;
"WHS501880";4;43030;38420;
"WHS501908";4;8915;7577;
"WHS501909";4;8915;7577;
"WHS501910";4;6616;5624;
"WHS501911";4;6888;5855;
"WHS501912";33;1953;1650;
"WHS501913";более 40;1978;1670;
"WHS501914";15;1953;1650;
"WHS501915";более 40;1978;1670;
"WHS501917";4;6888;5855;
"WHS501918";4;6888;5855;
"WHS501919";4;6616;5624;
"WHS501921";8;6616;5624;
"WHS501922";4;6888;5855;
"WHS501923";4;6888;5855;
"WHS501925";4;6888;5855;
"WHS501926";4;6888;5855;
"WHS501933";4;6888;5855;
"WHS501968";4;13506;11750;
"WHS501971";4;14000;11571;
"WHS502035";4;10510;9380;
